,Generation,label
10,putin and xi are using the coronavirus crisis to extend their control across the world trump is struggling to keep up putin and xi are using the coronavirus crisis to extend their control across the world trump is struggling to keep up   in the wake of the coronavirus crisis both russian president vladimir putin and chinese president xi jinping have used the crisis as an opportunity to further their control and extend their international influence putin has been pushing a nationalist agenda highlighting the shortcomings of western democracies and claiming that russia is a leader in the medical and economic fields meanwhile xi has used his countrys initial containment of the outbreak to bolster his image as a strong leader and has been aggressively publicizing chinas role in providing medical and economic assistance to other countries  in comparison us president donald trump has been struggling to keep up in the face of the crisis while the us has been slow to address the outbreak and has failed to contain it successfully compared to other countries trump has sought to downplay the impact of the crisis and overly focused on his own reelection campaign this has made it difficult for the us to maintain its traditionally strong international leadership role  putin and xi are taking advantage of the coronavirus crisis to extend their control over their respective countries and beyond as the disease continues to spread these leaders are using the pandemic to gain power and influence by silencing domestic dissent extending their influence in international affairs and reaping the economic benefits of their governmentled efforts to tackle the virus  meanwhile president donald trump of the united states is struggling to keep apace while the american economy and international relations is being damaged by the pandemic trump is largely absent from the international response neglecting to form a coalition and provide global leadership he has instead chosen to become embroiled in internal fights with congress the courts and local governments making it difficult for the us to have any significant impact in the coronavirus crisis,instructgpt
11,how this south korean company created coronavirus test kits in three weeks how this south korean company created coronavirus test kits in three weeks south korean diagnostics company seegene worked closely with the korean centers for disease control and prevention kcdc to create a coronavirus test kit that would enable quick detection of the virus within three weeks the test kit is called allplex sarscov2 and it can detect the virus in a single patient sample in as little as 15 minutes  the company leveraged its proprietary multiplex amplification technology to allow for testing of multiple targets in a single testing process the company also used its expertise in biochip technology to allow for rapid and accurate testing results  to ensure the accuracy of the test kits seegene used the kcdcs sarscov2 rna sequence as a reference furthermore they compared and tracked the sensitivity and specificity of their tests against the kcdc and other international reference samples  seegene also provided prompt delivery of the test kits to the kcdc and various hospitals along with necessary training and technical support to ensure efficient use of the kits the kits were also made available to other countries in need a testament to the companys commitment to fighting the pandemic  south korean company sd biosensor developed and launched coronavirus test kits in three weeks by combining their existing technology with new knowledge about the virus they used a realtime reversetranscription polymerase chain reaction test to quickly generate results and made sure that the test had a high sensitivity rate of 975 they also used their existing supply chain and production lines in order to make the process more efficient and quick,instructgpt
12,the 30 most troubling lines from donald trumps latest news conference on coronavirus the 30 most troubling lines from donald trumps latest news conference on coronavirus 1 i dont take responsibility at all  2 the virus will disappear i have a feeling its going to disappear  3 i dont take anything off the table  meaning id love to have it open by easter  4 were doing a lot of things that nobody even thought of nobody even knew of to make it safe  5 im not looking at the negative im looking at the positive  6 we have to open our country again we cant keep it closed for the next five years  7 im not a doctor im not a medical person but i have common sense  8 plenty of administrations have made mistakes we cant let this administration be blamed  9 if you look at other countries like south korea they tested and they tested thats one thing we could have done better  10 they said in theory it could take two months for the virus to go away i dont think thats right  11 we have to get the country open again we cant keep it closed  12 we do have a lot of things under consideration but i just think its a very tough decision  13 i dont think anything could have been done any differently  14 the chinese virus is what i call it its very tough  15 people dont understand this is a very contagious virus  16 i think the states have to do their job  17 i will the one that decides when we open  18 i just think i have a natural ability were doing a great job on it  19,instructgpt
13,coronavirus could hurt boeing more than the 737 max crisis coronavirus could hurt boeing more than the 737 max crisis the coronavirus covid19 crisis could be more damaging to boeing than the 737 max crisis the company is facing a prolonged downturn in air travel which is expected to have a major effect on aircraft orders production and employment the company has already laid off some workers and more could be on the way the boeing 737 max had been grounded since march 2019 leading to a huge loss of orders and revenue the 737 max will eventually return to service but the coronavirus has the potential to be more devastating to boeing it could take much longer for air travel to rebound and aircraft orders to return to previous levels and the effects of the virus could be felt for years  it is possible that the coronavirus crisis could hurt boeing more than the 737 max crisis the coronavirus crisis is causing a global slowdown in air travel with governments from all over the world implementing restrictions on travel and airlines reducing or suspending routes this has had a major impact on the airline industry with airlines suspending orders for new aircraft deferring delivery of aircraft on order returning leased aircraft early and cutting capacity as a result boeings backlog of orders has decreased significantly and there is uncertainty about the timing of any future orders boeing is also facing other costs associated with the coronavirus crisis such as production disruption due to factory closures and decreased demand for parts and components in the 737 max crisis while boeing was facing significant reputational damage and heavy financial losses due to the grounding of its planes the situation was somewhat contained and isolated to the airline industry with the coronavirus crisis the impact on boeings operations is much more widereaching and the company may be facing an even greater financial burden than it did in the 737 max crisis,instructgpt
14,hong kong protests how unrest criminalized a generation hong kong protests how unrest criminalized a generation the hong kong protests that began in june of 2019 have seen a generation of young hong kongers criminalized as the hong kong government has cracked down on protesters with increasingly severe punishments for those accused of offenses the government has used harsh tactics to try and curb the protests including a ban on face masks and new antimask laws that make wearing one a criminal offense as well as introducing legislation that could see people extradited to mainland china and facing life in prison for peaceful protest activities  many of the young protesters who are mostly students in their teens and twenties face serious charges in court and are being prosecuted as adults regardless of their age this has led to concerns that the government is criminalizing an entire generation of hong kongers for peacefully exercising their right to protest  the hong kong government has also been accused of using heavyhanded tactics to suppress the protests and the underlying movement for democracy with police using tear gas rubber bullets and pepper spray to disperse protesters many protesters have been injured or killed and hundreds have been arrested and have faced lengthy prison sentences  the impact on hong kongs youth is farreaching with many protesters and bystanders facing psychological abuse longterm trauma and lasting financial and legal troubles families have been torn apart as parents try to keep their children safe and some young protesters have been forced into exile  the effects of the protests and the governments response may have a lasting and damaging impact on the next generation of hong kongers as they are increasingly criminalized vilified and punished for standing up against their government,instructgpt
15,christmas in hong kong marked by demonstrations and tear gas christmas in hong kong marked by demonstrations and tear gas christmas in hong kong was marked by huge protests and clashes with police tens of thousands of demonstrators took to the streets in some of the most intense protests seen in the city this year the protests which began in june in response to a controversial extradition bill have since become an outpouring of public anger over beijings encroachment on the semiautonomous city  police used tear gas and rubber bullets to disperse the crowds and dozens of people were arrested the protests have seen multiple injuries and even the death of a 22yearold student  the demonstrations come at a time of heightened tension and political upheaval in hong kong as the citys longtime leader carrie lam is struggling to keep control over the freewheeling financial hub and maintain order after protests against her government have become increasingly violent  despite the unrest many in the city are still trying to celebrate the holiday season many stores have gone all out with decorations although much fewer compared to normal and there have been some christmas carol events to bring cheer to the city  christmas in hong kong was marked by mass demonstrations and the use of tear gas by police to disperse protesters tens of thousands of protesters marched through the streets of the city to express their opposition to the government and its prochina policies the police responded with tear gas and rubber bullets as protesters sought to march past barricades and occupy public spaces  the protests which began in june have escalated in recent weeks as the government has moved forward with a controversial national security law and proposed changes to electoral rules that activists fear would further erode the citys autonomy and rights  the protests have shown no sign of letting up despite the governments attempts to clamp down on them many protesters were undeterred by the polices use of force and the looming threat of a national security law some demonstrators held christmasthemed signs and banners and the mood was generally festive  at the same time the demonstrations underscored the deep divisions in the city supporters of the hong kong government and probeijing groups held counterprotests throughout the city as did more moderate citizens who wanted to make their voices heard without taking part in the protests  the demonstrations on christmas day show that the prodemocracy movement in hong kong is still strong although it may be difficult to predict what will happen in the coming months it is clear that the protests are likely to continue into the new year,instructgpt
16,new arts district aims to brighten chennai communitys dark reputation new arts district aims to brighten chennai communitys dark reputation a new arts district in the city of chennai is aiming to brighten the citys dark reputation and give locals and visitors access to a vibrant creative scene spanning more than 170 acres the 50 million project features four distinct zones that are designed to bring together the performing visual cinematic and literary arts  the project which has been in the works for several years is an effort to revitalize the citys cultural landscape and attract more visitors from around the world the four zones of the arts district will feature professional theaters galleries cinemas museums and libraries as well as performance and rehearsal spaces the district will also have parks cafes retail stores and other amenities  the team behind the project has worked to make sure the district appeals to both locals and tourists by ensuring it offers something for everyone it is hoped that the district will be a welcome addition to the city and help to promote chennais reputation as a place of cultural diversity and artistic expression  the new arts district is just one of the many ways the city of chennai is attempting to shed its negative public image and boost its appeal with its new cultural offerings chennai is hoping to attract new visitors and make a name for itself as a destination for anyone looking for a creative and inspiring experience  the vyasarpadi area of chennai india has a reputation for being an impoverished and crimeridden area in an effort to improve the area and its reputation local entrepreneurs and the government are working together to establish a new arts district this district will be centered around providing education and access to artistic endeavors for the local community the project plans include a large multipurpose community center studios for visual and performing arts a park and a restaurant the government has already invested in infrastructure improvements including the construction of roads and will continue to help fund the project in addition private companies and individuals have contributed to the project as well   the district aims to provide creative outlets and opportunities to people in the area while also giving the area a muchneeded boost in terms of positive public perception with its new potential the vyasarpadi area has the chance to become a destination that is known for its art and culture rather than its crime and poverty in addition it is hoped that the new district will provide local businesses with an economic boost creating jobs and adding to the areas tax base by investing in culture the government and citizens are showing their commitment to the area and its people   it is hoped that the vyasarpadi arts district will help to bring new life to the area and to ultimately change the public perception of vyasarpadi as a dangerous and povertystricken place through the creative outlets and opportunities provided by the district the people of vyasarpadi can take pride in their community and its culture,instructgpt
17,from east paris to world fame  how imagination and travel fueled christian louboutins success from east paris to world fame  how imagination and travel fueled christian louboutins success christian louboutin is a french fashion designer who rose to global fame thanks to his innovative and stylish shoe designs the story of his success begins in east paris where he grew up near the eiffel tower as a young boy he often visited the nearby theater district and was inspired by the colorful costumes and extravagant sets he saw  this early fascination with glamour theater color and travel would shape his future career with an inherent appreciation for beauty louboutin began to imagine and design his own shoes he was able to take his creative designs to the next level when he had the opportunity to travel and explore fashion destinations from the us to milan  by combining his passion for travel and his innate knack for design louboutin developed a unique look for his shoes which has landed him worldwide fame his shoes are now instantly recognizable for their red soles and are beloved by fashion enthusiasts from all walks of life  louboutin is a great example of how imagination hard work and the courage to explore can propel a person to global success his journey proves that with the right combination of talent and determination anyone can make their dreams come true  christian louboutin is a renowned french designer of luxury footwear who has achieved remarkable success both in france and around the world louboutins designs combine an eyecatching aesthetic with an unparalleled level of craftsmanship mixing traditional french style with daring and contemporary designs his trademark red soles are now instantly recognizable even to those who are unfamiliar with the designers body of work   louboutin began his journey to success in the early 1980s when he was living in east paris he was inspired by the citys vibrant atmosphere the street art and its multicultural diversity he developed an interest in fashion and started designing shoes for his friends his early designs were daring and unconventional which quickly gained him a loyal following   he then launched his own design firm and opened a small boutique in the city his unique designs and daring approach to style quickly caught the attention of fashion magazines and his shoes began to appear in their pages as his fame grew louboutin was able to expand his business opening stores in other european cities   in the 1990s louboutins designs became increasingly popular in the united states and he opened a boutique in los angeles this was followed by stores in new york las vegas and miami by this point his shoes were being worn by celebrities and designers on the red carpet giving him further exposure   louboutin has also been a frequent traveler to exotic destinations around the world such as india oman and brazil his travels have provided him with inspiration for new designs and have enabled him to expand his business around the globe today his stores can be found in over 70 countries and his shoes are worn by millions of people   christian louboutins success is a testament to the power of imagination and travel by blending traditional french style with daring designs and expanding his business to farreaching destinations louboutin has become one of the worlds most recognizable and admired fashion designers,instructgpt
18,12 famous buildings in india from ancient wonders to modern marvels 12 famous buildings in india from ancient wonders to modern marvels 1 taj mahal agra  2 qutub minar delhi  3 gateway of india mumbai  4 humayuns tomb delhi  5 red fort delhi  6 lotus temple delhi  7 charminar hyderabad  8 ajanta and ellora caves aurangabad  9 iron pillar of delhi  10 bibi ka maqbara aurangabad  11 hawa mahal jaipur  12 sun temple konark  1 taj mahal up 2 india gate delhi  3 qutub minar delhi 4 red fort delhi 5 hawa mahal rajasthan 6 chhatrapati shivaji terminus mumbai 7 charminar hyderabad 8 mysore palace karnataka 9 sun temple konark 10 sanchi stupa mp  11 golden temple punjab 12 padmanabhaswamy temple kerala  1 taj mahal uttar pradesh 2 red fort delhi 3 india gate delhi 4 qutb minar delhi 5 konark sun temple odisha 6 victoria memorial west bengal 7 gateway of india maharashtra 8 golden temple punjab 9 meenakshi temple tamil nadu 10 charminar telangana 11 sanchi stupa madhya pradesh 12 jama masjid delhi  1 taj mahal agra  2 qutub minar new delhi  3 charminar hyderabad  4 gateway of india mumbai  5 red fort delhi  6 victoria memorial kolkata  7 akshardham temple new delhi  8 lotus temple new delhi  9 konark sun temple odisha  10 golden temple amritsar  11 humayuns tomb delhi  12 birla mandir hyderabad  1 taj mahal agra 2 qutub minar delhi 3 hawa mahal jaipur 4 charminar hyderabad 5 golden temple amritsar 6 gateway of india mumbai 7 india gate delhi 8 sun temple konark 9 meenakashi temple madurai 10 sanchi stupa sanchi 11 akshardham temple delhi 12 humayuns tomb delhi,instructgpt
19,coronavirus which countries have travel bans coronavirus which countries have travel bans countries around the world have imposed travel restrictions in light of the novel coronavirus pandemic below is a list of countries that have implemented a range of restrictions from limited foreign entry to outright travel bans   canada   united states   australia   new zealand   china   japan   south korea   france   germany   united kingdom   italy   russia   india   malaysia   singapore   kuwait   bahrain   iraq   iran   united arab emirates   saudi arabia   south africa   indonesia  the countries that have implemented travel bans due to the coronavirus pandemic include china the united kingdom india pakistan the united states japan canada france australia new zealand germany italy south korea kuwait qatar switzerland the united arab emirates and several other countries  currently over 100 countries across the world have implemented travel bans or restrictions due to the coronavirus pandemic these countries include the united states china india france germany italy spain the united kingdom canada australia and many other nations restrictions can range from complete travel bans to partial shipping restrictions temporary suspensions of flights to and from certain countries or regions or other protective measures  as of may 2020 many countries around the world have some form of travel bans in place due to the coronavirus covid19 pandemic these countries include the united states canada china the united kingdom australia new zealand india japan south korea singapore indonesia the philippines and much of the european union depending on the specific country travel bans may range anywhere from full travel restrictions to partial restrictions or advisories,instructgpt
20,mount everest closed over coronavirus fears mount everest closed over coronavirus fears in march 2020 officials in nepal closed mount everest in response to the growing threat of coronavirus the temporary closure of the worlds tallest mountain was meant to protect both mountaineers and locals from the spread of the disease since then the mountain has been reopened with certain restrictions in place such as mandating that all climbers have a medical certificate and proof of insurance in order to protect the environment and wildlife in the area the nepalese government imposed an additional environmental fee on all climbers as well as a ban on singleuse plastics  due to the international travel restrictions imposed on countries affected by the novel coronavirus mount everest was closed to visitors and climbers in late march 2020 the nepalese government announced that all permits to climb the mountain would be suspended until further notice to protect both visitors and local residents access to base camps and other sites on the mountain has also been restricted  at the request of the nepalese government mount everest and its surrounding areas have been closed to mountaineers due to the spread of the coronavirus the order was issued on april 14th 2020 in an announcement made by the department of tourism the order will remain in effect until further notice all climbers and trekkers in the area must leave immediately there is no known timeline for when the area will be reopened  due to the ongoing global covid19 pandemic the climbing season at mount everest has been officially closed until 2021 in march 2020 the chinese and nepali governments announced that all mountaineers would be banned from attempting to climb the worlds highest peak until further notice as of april 2020 all mountaineering activities in the himalayan region have been suspended until 2021 the closure is intended to protect both the climbers and the local sherpa guides from the risk of contracting and spreading the virus,instructgpt
21,with society shutting down will tokyo 2020 go ahead with society shutting down will tokyo 2020 go ahead at this time the international olympic committee ioc is still planning for the tokyo 2020 olympics to go ahead as scheduled in july 2020 the ioc has stated that it is continuously monitoring the situation and will make any changes as needed while still prioritizing the health and safety of all participants and staff  at this time the international olympic committee ioc is evaluating all options for the tokyo 2020 olympic games however due to the continuing restrictions in place and travel restrictions it is not certain whether the olympics will go ahead as planned  at the moment it is too early to say for sure whether tokyo 2020 will go ahead or not the international olympic committee is in discussions with the organizers of tokyo 2020 to decide the best course of action and there has been no official decision yet  at this time the organizing committee for the tokyo 2020 olympic games has not made any decision about cancelling or postponing the games it is waiting for instructions from the international olympic committee on the best way forward  at this time the tokyo 2020 summer olympics and paralympics are still proceeding as scheduled though the organizers have indicated that they will closely monitor developments and respond accordingly  at this time tokyo 2020 is still planning to go ahead however the organizing committee will continue to follow the advice from the world health organization and the japanese government on how to manage this unprecedented situation  at this time the tokyo 2020 olympic and paralympic games are still scheduled to take place this summer the international olympic committee ioc and the tokyo 2020 organizing committee are continuously monitoring the situation and are in close contact with the world health organization who and national health authorities to assess the impact of the covid19 pandemic on the games however the ioc president thomas bach has said that no decision has been taken yet and that it is too early to make any predictions,instructgpt
