,Title,Generation,
48,Jerry Seinfeld postpones New York City shows,"['Jerry Seinfeld is postponing his upcoming performances in New York City because of the New York City bombing.  Jerry Seinfeld has postponed his upcoming performances in New York City.  The comedian announced on his website that he will no longer perform at Madison Square Garden and Barclays Center on May 5 and 6 respectively. He added that refunds for the tickets will be available at point of purchase.  “I have decided to postpone my upcoming performances in New York until further notice,” he said. “I apologize to my fans who were looking forward to seeing me. I will let you know more about my plans as soon as possible.”  This is not the first time that Seinfeld has had to reschedule his performances. In February, he postponed his show in Chicago after being diagnosed with a viral infection.  Jerry Seinfeld has postponed his two New York City shows for unspecified reasons.  Comedian Jerry Seinfeld has cancelled a series of upcoming shows in New York City, citing the city's current ""state of emergency.""   Comedian Jerry Seinfeld has postponed his New York City shows ""due to unforeseen circumstances.""  Saturday night's shows of Jerry Seinfeld's residency at Madison Square Garden have been postponed due to Hurricane Sandy.   Comedian Jerry Seinfeld has postponed his upcoming performances in New York City due to the damage caused by Hurricane Sandy.   Comedian Jerry Seinfeld has postponed his upcoming shows in New York City because of the response to the Louisiana flooding.     Comedian and actor Jerry Seinfeld has announced that he is postponing his upcoming performances in New York City.']",
49,Tom Hanks and Rita Wilson's family speak out after coronavirus diagnosis,"['Actor Tom Hanks and his wife Rita Wilson have spoken out about their daughter Aviana's diagnosis with the coronavirus.  2017-11-22  Boston Globe: Tom Hanks and Rita Wilson's family speak out after coronavirus diagnosis  Tom Hanks and Rita Wilson's family spoke out about their diagnosis of the coronavirus on Tuesday.  ""We learned this evening that Rita and I both have the coronavirus, and that our families are now being pulled together to support each other as we undergo this difficult time,"" the ""Forrest Gump"" actor said in a statement.  ""We thank everyone for their kind words and understanding, and we ask for your privacy as we work through this together.""  Wilson also released a statement, saying that she is grateful for the support of her family and friends.  ""I am grateful for the support of my family and friends as I deal with the news of my coronavirus diagnosis,"" she said. ""I am especially grateful for the love and concern of my husband, Tom, and our children. I ask for your privacy as we work through this together.""  The family of Tom Hanks and Rita Wilson, who both tested positive for the coronavirus, released a statement on Sunday afternoon, Sept. 24.  The family of Tom Hanks and Rita Wilson has released a statement following the announcement that both stars have been diagnosed with the coronavirus.  Tom Hanks and Rita Wilson's family issued a statement on Sunday after the actor and his wife were diagnosed with the coronavirus.  ""My husband and I are heartbroken to hear that our son, Tom, has been diagnosed with the coronavirus,"" Rita Wilson said in a statement. ""Our family wants to express our gratitude to the doctors and nurses who have cared for him, and to all of the people who are offering their support.""']",
50,Justin Timberlake and Anderson .Paak duet on funky 'Don't Slack',"['As far as collaborations go, Timberlake and Paak's rendition of the 2016 single ""Don't Slack"" is pretty funky. The song is a collaboration between the two artists and it was produced by Timbaland and The-Dream. It's the first track to be released from Timberlake's upcoming album, Man of the Woods.  Two of the biggest names in music today – and two great talents – teamed up for a funky new duet.  Anderson .Paak and Timberlake took to the stage at the Grammy Awards on Sunday (19Feb17) to perform a cover of the Stevie Wonder hit, Don't Slack.  Fans of both singers were keen to hear thecollaboration, and the results were impressive.  Their rendition of the song is sure to get you moving to the rhythm, and it even features a cameo from Pharrell Williams.  Timberlake and Paak previously teamed up together for the song Put It All On Me, which was released in 2017.  Twenty One Pilots and Mura Masa team up for 'What If'  Drake and Donald Glover team up on the funky 'Nonstop'  Anderson .Paak teams up with Grammy Award-winner and American pop singer Timberlake for the funky new single 'Don't Slack.'  The track is taken from Timberlake's forthcoming album 'Man of the Woods' and is set for release on Friday, February 2nd.  'Don't Slack' is a soulful ballad with a confident, groove-laden vibe, and sees Anderson .Paak and Timberlake trading killer vocal melodies and inventive lyrics.  The song features strings arranged by conductor and arranger Michael Fairchild (Soundgarden, Pearl Jam), and it is set to propel Timberlake back into the US Top 10, following his recent return to the public eye as a judge on the television singing competition 'The Voice.'  'Don't Slack' is Anderson .Paak's fourth solo US Top 10 hit, following his platinum-certified hits 'The Come Up' (2015), 'BubBLEGUM' (2017) and 'Loyalty' (2018).  Timberlake has been a long-time collaborator of Anderson .Paak, having featured on his Platinum-certified hit 'No Pressure' (2015), and appearing on the tracks 'Money In The Grave' (2016) and 'Sober' (2018).']",
51,'The View' and more shows suspend studio audiences over coronavirus,"['fears   HBO's ""The View"" will suspend live studio audiences for the rest of the year and cancel its annual Christmas show, ABC announced on Wednesday.  The decision to suspend live studio audiences comes in light of the global pandemic of the coronavirus, which is currently sweeping the globe.  ""Out of an abundance of caution, we have decided to suspend our live studio audiences for the rest of the year,"" ABC said in a statement. ""We will also cancel our annual Christmas show this year.""  Other networks that announced similar decisions include CBS, NBC, and TNT. fears  Ratings low for 'The View' and other shows as studios suspend live audiences over coronavirus fears  Veteran ABC News correspondent Diane Sawyer and other ABC shows have suspended primary studio audiences in the wake of the coronavirus outbreak.  The decision came as the World Health Organization warned Thursday that the virus is ""spiraling out of control"" and could become a global pandemic.  Actor Matt Damon, one of Hollywood's most outspoken critics of President Trump, told ""The View"" the U.S. needs to take a lead in stopping the virus.  ""This virus is global. It started in Saudi Arabia, but it's going to come to the rest of the world,"" Damon said. ""The U.S. has to step up. We've been very reluctant to do this. We're the wealthiest country in the world. We can do more.""  ""The View"" said in a statement that Sawyer is suspending live studio audiences because of the ""extraordinary circumstances"" of the virus.']",
52,'The Hunt' leverages the partisan divide as a hook to sell an exploitation throwback,"['With the 2020 election coming up, what better way to drum up political interest than by releasing a partisan exploitation film? This is exactly what distributor The Hunt is doing with its upcoming film, The Hunt: Origins.  The Hunt: Origins  The Hunt: Origins is a political exploitation film that takes advantage of the partisan divide in America. The film follows a group of conservatives who are out to capture a liberal senator who is responsible for a major scandal.  The Hunt  The Hunt is a new partisan exploitation film that is set to release in 2020. The film is inspired by the real-life hunt for political figures that took place in Russia during the Putin years.  The Hunt is a forthcoming video game for the PlayStation 4 and Xbox One platforms that is based on the 1976 film of the same name. The game is produced by the independent development studio Rebellion Developments, and it is set in the year 2065, two years after the events of the film. The game's plot follows a team of bounty hunters who are sent to track down and capture a scientific genius who has fled to the middle of a partisan-infested zone.  The game's promotional materials make use of the partisan divide in US society as a hook to sell an exploitation throwback. One ad features a clip of Senator John McCain denouncing the game's release, while another features a clip of Senator Bernie Sanders praising it.  In 'The Hunt,' a new horror game for Switch, the player takes on the role of a hunter who must use their cunning and strength to survive in a world overrun by monsters.  While the game is ostensibly set in a partisan divide-ridden America, the developers appear to have been more interested in exploiting the current climate of fear and division than in actually creating a game that takes place in a realistic world.  Players must use their wits and strength to overcome hordes of monsters that roam the open world in search of human flesh. The game is advertised as being “politically charged,” and the developers have even released a promotional video that features commentary on the current political landscape.  The game is based on the popular horror game franchise of the same name, and it appears to be designed as an explicitly Trump-supporting exploitation throwback.  The game is currently only available for purchase on the Switch eShop, but it is likely that it will soon be released on other platforms as well.  The game's politicized nature and blatant exploitation of political division will likely alienate many potential players, and it is likely that it will not achieve the widespread success that the developers may have hoped for.']",
53,Time's Up and others react to Harvey Weinstein sentence,"['People are reacting to the sentence given to Harvey Weinstein by Judge Geoffrey S. Berman of the New York State Supreme Court.  Below are some of the reactions:  Weinstein was given a sentence of three years of probation, 100 hours of community service, and a $1,000 fine.  ""Times Up"" activists and survivors of sexual assault and harassment have reacted to disgraced Hollywood mogul Harvey Weinstein's sentence of seven years in prison.  In a statement on Twitter, Time's Up said: ""Today marks a moment of reckoning and justice for all the women who have been victims of sexual assault and harassment.  ""Harvey Weinstein's crimes are abhorrent and cannot be ignored. We applaud the brave women who have come forward to share their stories and demand change.  ""We will not allow those who have hurt us to get away with it and we will continue to fight for justice. Thank you for your support.""  Weinstein was sentenced on Wednesday to seven years in prison after pleading guilty to felonies including felony sex crimes in a plea deal with prosecutors.  Weinstein was also ordered to register as a sex offender and must pay $1 million in restitution to two of his victims.  Actress Alyssa Milano, who has been a vocal critic of Weinstein, tweeted following the sentencing: ""Good on him for getting what he deserves. ✊ #metoo""  Good on him for getting what he deserves. ✊ #metoo  Film producer Harvey Weinstein was sentenced to 80 months in prison on Wednesday after being convicted of rape and sexual assault.  In light of the sentence, several celebrities took to social media to react, with some calling for a larger, more systemic change in how sexual assault is handled. Here's a roundup of some of the most notable reactions.  ""Time's Up,"" a movement to end sexual assault and harassment, released a statement on Wednesday following the sentencing of Harvey Weinstein, saying: ""We are relieved and thrilled with the verdict and heartened by the judge's recognition of the need for systemic change in the way that sexual assault is addressed. Today's sentencing is an important first step, but it is just the beginning of the reckoning that must take place. We applaud the bravery of the survivors who have come forward, and we will continue to work to make sure that all women are safe from this abuse.""  ""Today is a victory for the women of the world,"" ""Scandal"" star Kerry Washington said in a statement. ""We have to keep fighting and demanding change. The Weinstein Company must be stripped of its assets and shut down. Enough is enough.""  ""Justice has finally been served,"" ""Good Morning America"" co-host Robin Roberts wrote on Twitter. ""I applaud the survivors who have courageously come forward and whose voices will be even more powerful now. History will remember your fight.""  ""The Weinstein Company must be stripped of its assets and shut down,"" ""Scandal"" star Kerry Washington said in a statement.  ""Enough is enough,"" ""Good Morning America"" co-host Robin Roberts wrote on Twitter.']",
54,Matt Lucas takes over from Sandi Toksvig as 'The Great British Bake Off' host,"['Lucas will host the baking competition series, replacing the outgoing Sandi Toksvig.  Lucas replaces Toksvig as host of the BBC baking show, which returns to screens this autumn  Lucas is best known for his roles in TV shows 'Blackadder' and 'Peep Show'  The Bake Off's new host, Lucas, is best known for his roles in TV shows 'Blackadder' and 'Peep Show'.  He will take over from Sandi Toksvig as the host of the BBC baking show, which returns to screens this autumn.  Lucas, who is best known for his roles in TV comedies 'Blackadder' and 'Peep Show', said he was 'honoured' to be taking on the role.  The Bake Off's new host, Lucas, is best known for his roles in TV shows 'Blackadder' and 'Peep Show'  He will take over from Sandi Toksvig as the host of the BBC baking show, which returns to screens this autumn  Lucas said he was 'honoured' to be taking on the role following Toksvig's departure  The Bake Off, which has been broadcast on BBC One since 2010, sees amateur bakers compete to make the best cakes, pies and pastries.  Previous hosts of the show have included Noel Fielding, Mel Giedroyc and Paul Hollywood.  The Bake Off, which has been broadcast on BBC One since 2010, sees amateur bakers compete to make the best cakes, pies and pastries  Lucas is best known for his roles in TV comedies 'Blackadder' and 'Peep Show'  He will take over from Sandi Toksvig as the host of the BBC baking show, which returns to screens this autumn']",
55,Jenna Dewan welcomes new baby,"['Jenna Dewan welcomed her first child with husband Channing Tatum Sunday. girl  Jenna Dewan welcomed her new baby girl at the hospital on Wednesday morning.  Jenna Dewan welcomed her first child, a baby girl, on Sunday.  Jenna Dewan welcomed her first child with husband Devon Aoki in January.    Jenna Dewan welcomed her second child with husband Channing Tatum on Tuesday. girl  Jenna Dewan welcomed her new baby girl, Harper Grace Dewan, on July 26. ""We are over the moon and so blessed,"" the actress and mother of two captioned a photo of Harper sleeping in her hospital crib. Harper, sister to Isabella, was born at 2:33 p.m. EST. Jenna and husband Danny Dewan also have sons, Atticus and Knox, 2. girl  After more than two months of speculation, Jenna Dewan Tatum welcomed her first child with husband Channing Tatum on Monday. The actress, 34, tweeted a photo of herself cuddling her newborn daughter, Everly, in their home. ""Welcome to the world, Everly Channing Tatum!"" Dewan wrote. ""We love you so much!""  Dewan was married to ""Step Up"" co-star and ""22 Jump Street"" actor Mark Wahlberg from 2009-2012, during which time they welcomed a daughter, Miola. The actress wed Tatum, 34, in a secret ceremony in November 2013. girl  Jenna Dewan and husband Channing Tatum welcomed their daughter Everly Braxton Tatum Dewan on Saturday, PEOPLE confirms.  The couple, who married in May of 2013, welcomed their daughter at a private ceremony in the vineyard of Jenna’s parents in California.  “Channing and I are over the moon to announce the arrival of our daughter Everly Braxton Tatum Dewan! Our little girl is perfect and we are so grateful for all of the love and support we have received from family, friends and the press. We can’t wait to start this new chapter of our lives as a family and can’t wait to show everyone how amazing our little girl is!” Jenna and Channing tell PEOPLE.  The couple already has two daughters, Vivienne Jolie-Tatum, 5, and 2-year-old Everly Rae.']",
56,Kumail Nanjiani recreated buff movie scenes because we still deserve nice things,"['1) When he does his ""dad voice"" in The Descendants 2) When he does the ""stern dad voice"" in The Fault in Our Stars 3) When he does the ""cuddly dad voice"" in The Notebook 4) When he does the ""macho dad voice"" in The Pacifier 5) When he does the ""angry dad voice"" in Forgetting Sarah Marshall  Kumail Nanjiani is amazing and he knows it. So, in honor of his wickedly good sense of humor, the comedian recreated some of our favorite buff movie scenes. Warning: these GIFs are hilarious.  1. When Thor accidentally hits on the female Valkyrie in the bar.  2. When Arnold Schwarzenegger flexes his muscles in Maximum Overdrive.  3. When Luke Skywalker falls down the stairs in A New Hope.  4. When Stan Lee walks into the Avengers HQ in The Avengers.  5. When Stallone beats the crap out of Chevy Chase in Rocky IV.  6. When Reeves beats the crap out of Bruce Lee in Enter the Dragon.  7. When Denzel Washington shoots the basketball off the backboard in Malcolm X.  8. When Mel Gibson beats up O.J. Simpson in The Passion of the Christ.  9. When Arnold Schwarzenegger steals the presidential car in The Terminator.  10. When Rocky Balboa beats Apollo Creed in the final match of the Rocky series.  11. When Bruce Willis defeats terrorists in Die Hard.  12. When Indiana Jones saves the day in Raiders of the Lost Ark.  13. When Han Solo kisses Princess Leia in The Empire Strikes Back.  14. When Luke Skywalker defeats Darth Vader in The Return of the Jedi.  15. When Tom Hanks defeats the shark in The Meg.  16. When Vin Diesel saves the day inx Twilight saga.  17. When Will Smith defeats security guards in Bad Boys.  18. When Jackie Chan beats up aliens in Street Fighter.  19. When Tom Cruise defeats The Terminator in The Edge of Tomorrow.  20. When The Rock beats up Vladimir Putin in The Rock.']",
57,TV shows to watch if you're in the mood to lean into your worries,"['This is a tough question. There are so many great shows out there that it's hard to narrow it down. However, if you're looking for a show that will help you explore your worries and anxieties, then you should definitely check out ""The Mindy Project."" ""Master of None"" is another great show that will teach you how to manage your own life and navigate through difficult situations. ""The Crown"" is another show that will help you understand the history of England and the monarchy. ""Stranger Things"" is a show that will peak your interest in science fiction and horror.  If you're feeling anxious and overwhelmed, here are some TV shows that may help lighten your mood.  If you're looking for something to help you stay in the mood to worry, there are a few TV shows that can be helpful. Some of these shows also have corresponding books that can be helpful if you're looking to get more in-depth about the characters and their arcs.  1. Gilmore Girls  Gilmore Girls is a show about a mother and daughter who live in the small town of Stars Hollow, Connecticut. Rory Gilmore is a fictional character who is frequently stressed out and burdened with worry, both about her own life and the life of her mother Lorelai Gilmore.  2. House of Cards  House of Cards is a political thriller about the ruthless and power-hungry politics of Washington, D.C. House of Cards is often fraught with worry and anxiety, as the characters constantly worry about their safety and their career prospects.  3. The Office  The Office is a show about a group of employees at a fictional paper company in Scranton, Pennsylvania. The show is often humorous and light-hearted, but it is also full of worry and anxiety, as the characters constantly worry about their jobs, their co-workers, and their loved ones.  4. Battlestar Galactica  Battlestar Galactica is a science fiction show about the crew of the Cylon fleet, who attempt to escape from Earth and find a new home in the galaxy. Battlestar Galactica is often full of action and adventure, but it is also full of worry and anxiety, as the characters worry about their crew, their ship, and their impending doom.  5. Doctor Who  Doctor Who is a show about a time travelling alien doctor who battles evil monsters and aliens. Doctor Who is often full of action and adventure, but it is also full of worry and anxiety, as the Doctor constantly worries about the safety of his friends and the fate of the world.']",
58,"What's streaming on Netflix, Hulu and Amazon in March","['?  Netflix:  Netflix will offer a new season of Arrested Development and new movies House of Cards and Marco Polo.  Hulu:  Hulu will offer a new season of The Mindy Project and new episodes of The Office, Parks and Recreation and Brooklyn Nine-Nine.  Amazon:  Amazon will offer a new season of Transparent and new episodes of Mozart in the Jungle, The Man in the High Castle, and Sneaky Pete.?  Netflix:  March 1-6: Narcos  March 8-13: Gilmore Girls: A Year in the Life  March 15-20: The Crown  March 22-27: Stranger Things  Hulu:  March 1-5: The Handmaid's Tale  March 8-12: The Crown  March 15-19: Castle Rock  March 22-26: The Chi  March 29-April 2: The Band's Visit  Amazon:  March 1-5: The Marvelous Mrs. Maisel  March 8-12: The Man in the High Castle  March 15-19: I Love Dick  March 22-26: Greenleaf  March 29-April 2: The Detour?  Netflix is streaming The Crown, Bright and The Punisher. Hulu is streaming The Handmaid’s Tale and The Mindy Project. Amazon is streaming The Crown and The Punisher.?  Netflix will be streaming Narcos Season 3 from March 1-15, while Hulu will be streaming Gilmore Girls: A Year in the Life from March 16-31. Amazon will be streaming The Marvelous Mrs. Maisel from March 1-15.?  Netflix plans to add new seasons of Voltron: Legendary Defender, Stranger Things, and Grace and Frankie in March. Hulu will add the third season of The Mindy Project, as well as the final season of The Office. Amazon will add the third season of The Marvelous Mrs. Maisel and the second season of The Grand Tour.']",
59,TV shows to help you find your happy place right now,"['1. ""The Office""  2. ""The Mindy Project""  3. "" Parks and Recreation""  4. ""The Big Bang Theory""  5. ""30 Rock""  6. ""Saturday Night Live""  7. ""The Simpsons""  8. ""Family Guy""  9. ""The Mindy Project""  10. ""Brooklyn Nine-Nine""  Looking for a happy place to relax and decompress? Here are a few TV shows that may help you find your happy place.  Netflix:  Friends  Sons of Anarchy  Revenge  Master of None  HBO:  Boardwalk Empire Game of Thrones  Veep  Amazon Prime:  House of Cards The Mindy Project  Parks and Recreation   BBC America:  Doctor Who Class Midsomer Murders  If you're feeling down, here are some TV shows that may help put a smile on your face. Just make sure to watch them with a positive attitude!  Some shows that may help you feel happy include The Office, Parks and Recreation, and Parks and Recreation: The Complete Series.  Another show that may help is Gilmore Girls. This show is about a mom and daughter and their life together in the small town of Stars Hollow, Connecticut. The show is light-hearted and contains a lot of humor.  If you're looking for a show that is more serious, there are many shows that can offer you a sense of peace. Some examples include The Crown, House of Cards, and Mindhunter.  Whatever show you choose to watch, make sure to take the time to appreciate the moment and enjoy yourself. That's the key to happiness!  1. Friends  2. Parks and Recreation  3. The Office  4. Modern Family  5. Sherlock  6. House  7. Doctor Who  8. Sherlock Holmes']",
60,'The Banker' yields a modest return on Apple's first bite at movies,"['Apple's foray into the movie industry yielded a modest return in its first year.    According to research firm IHS, The Banker yielded an estimated return on investment (ROI) of 8 percent for the six months following its release in February 2016.    Apple's move into the movie industry was widely seen as risky and the company was criticized for investing too much in films without a track record of box office success. Its first release, The Banker, was based off of a novel by David Baldacci.  In the first six months of 2018, ""The Banker"" yielded a modest return on Apple's first bite at movies. The film generated an estimated $7 million in revenue during that time, according to BoxOffice Mojo. That's about on par with other 2018 releases such as ""A Quiet Place"" and ""Solo: A Star Wars Story.""  For its first foray into the movie business, Apple didn't waste any time in courting Hollywood's biggest names.  The company announced Monday that it had struck a deal with The Banker, a new thriller from director Morten Tyldum. Tyldum, who helmed the Academy Award-nominated film The Danish Girl, will direct the film, which will star Justin Timberlake and Amanda Seyfried.  The Banker is set in the world of high-stakes financial trading and follows a young banker as he navigates the treacherous waters of the Wall Street sharks. Apple will initially release the film in the United States and other select markets before expanding to a wider release.  While it's not immediately clear how much Apple will make from the movie, it's clearly betting that its influence and name recognition will help The Banker flourish in theaters.  Apple's foray into the movie industry is hardly a new phenomenon. In late 2015, the company announced a deal with Steven Spielberg to produce a feature film about the life of Steve Jobs. The film, which is still in development, is said to be based on the book Jobs by Walter Isaacson. That project is expected to take several years to complete.  Apple's movie ambitions come at a time when the company is increasingly looking to venture beyond its core market of mobile devices. Earlier this year, the company released its first television series, the reboot of the 1977 cult favorite M*A*S*H. And in September, it announced a partnership with Disney to produce original movies and series for its digital streaming service, Apple TV.  While it's unclear how successful Apple's foray into the movie business will be, the company is clearly betting that its name and prestige will help The Banker stand out from the crowd.']",
61,"Al Pacino hunts Nazis in 'Hunters,' a series whose premise tops its execution","['""Hunters"" is a seven-episode show released on Netflix that mixes detective and thriller genres with a touch of horror. Set in the present day, the series follows a team of FBI agents who are tasked with tracking down Nazi war criminals who are currently living in America.  The premise is sound, but the execution falls flat. The show drags on for far too long, and the characters are one-dimensional and poorly written. Worst of all, the show features some cringe-worthy scenes involving Nazis and gore that is unnecessary and completely unnecessary.  Overall, ""Hunters"" is an unenjoyable experience that is best avoided.  “Hunters” is a series whose premise tops its execution. A decade after the end of World War II, a team of ex-soldiers, policemen and scientists set out to bring Nazi war criminals to justice. The series starts out promisingly enough as we see our investigators work their way through the ranks of the Third Reich, until it becomes clear that the potential scope of this series is much larger than it first appears.  The problem with “Hunters” is that it doesn’t seem to know what it is. It could be a crime procedural, a thriller or even a historical drama, but it never quite settles on one mode of storytelling. Characters are introduced and then quickly forgotten, setting up half-baked plotlines that never develop. Worse still, the series’ trademark visual flourishes are barely used, rendering much of the drama unsatisfying.  That said, there are moments when “Hunters” shines. The acting is uniformly excellent, and the series’ claustrophobic atmosphere is well executed. Overall, though, “Hunters” is a frustrating watch that fails to live up to its potential.']",
62,'Onward' continues Pixar's apparent quest to make us cry,"['Pixar is on a tear when it comes to emotional storytelling. ""Onward"" is the latest film in their prolific lineup, and it is guaranteed to make your heartstrings tug.  June 11, 2019  Onward is Pixar's latest movie and it is sure to make a tearful impact. In this film, the town of Hope is in trouble and it's up to the young protagonist, leaders of the town, and some of the townspeople to save it.  The story is heartwarming and will leave you feeling inspired. The animation is fantastic and the characters are likable and believable. You will find yourself rooting for the heroes of the town and feeling a sense of joy when they achieve their goals.  This movie is not for the faint of heart. It is intense and may make you cry. If you are looking for an emotionally charged movie that will leave you feeling satisfied, then Onward is definitely the film for you.  As of this writing, ""Onward"" has made over $600 million at the global box office. If you haven't seen it yet, I highly suggest you head on over to your nearest theater and check it out. Pixar seems to be on a quest to make us cry with each and every film they release, and ""Onward"" is no exception.  The film is about a group of youngsters who travel to the Moon in order to find a new home for the planet. While there, they encounter all sorts of challenges and tribulations, which ultimately result in them evolving as people.  Throughout the film, we witness the characters go through some very tough times, and it's these scenes that really hit home and make us feel the emotion. Pixar does a great job of constructing these scenes so that even the youngest members of the audience can understand what's going on.  Even though ""Onward"" is a kids film, it doesn't shy away from dealing with controversial issues. For example, one of the main characters is a transgender woman, and this is something that is not often seen in children's movies.  Pixar has once again shown us that they are masters of crafting memorable and emotional stories that are perfect for all ages. ""Onward"" is definitely a film that you don't want to miss.']",
63,'Little America' brings a warm look at immigrant stories to Apple TV+,"['Little America, a new documentary series debuting on Apple TV+, tells the stories of immigrants who have built their lives in the United States, from the families who crossed the border to find a better life to the entrepreneurs who have transformed their communities.    The series is produced by LeBron James and his production company SpringHill Entertainment in association with Ignition, sponsored by American Express. The first season of Little America is available now on Apple TV+.  Apple has released a new documentary series called ""Little America"" on its Apple TV+ platform. The series is a warm look at immigrant stories and is set in places like Phoenix, Las Vegas, and Detroit. The first season of ""Little America"" is available now and each episode is around 30 minutes long.  Apple announced a new app called ""Little America"" on Wednesday, which is billed as ""the first social media app for immigrants.""  In March of 2019, the Smithsonian Channel aired a documentary entitled ""Little America: A Story of Immigrants."" The film is a warm look at immigrant stories, and is available on Apple TV+.  Recently, HBO debuted the documentary series Little America. The show takes a warm look at immigrant stories, from families who have been living in the United States for generations to newcomers who are starting over.  As part of its release on Apple TV+, HBO is offering a free trial of its standalone service. This means that users can watch all of the episodes of Little America without having to commit to a subscription.  The documentary series is a great way to learn more about the people and cultures that make up the United States. It’s also a great way to explore the different ways that immigrants have contributed to American society.']",
64,"The Fastest Way To Pay Off $10,000 In Credit Card Debt","['If you have $10,000 in credit card debt and want to pay it off as quickly as possible, here is the fastest way to do it:  1. Start by finding the interest rate on your current credit card debt.  2. Calculate how much money you will save by paying off your credit card debt with the interest rate that you find.  3. Begin paying off your credit card debt with the amount that you saved in step 2.  4. Keep track of your progress by marking off each month on a calendar.  There is no surefire way to pay off $10,000 in credit card debt in a single year, but there are a few strategies that could help. For example, you could try to pay off your credit card balances in full each month, or use debt consolidation services to help lower your overall payments. If you can find a low-interest loan or credit card offer that fit your budget, it may be worth considering.  One way to tackle debt is to pay it off quickly. One way to do this is to use a debt consolidation program that offers advice on how to pay off your debt in the shortest time possible. You may also want to consider using a debt settlement program that offers a lower interest rate on your debt in order to minimize the amount of money you pay every month. Finally, it may be helpful to create a budget and to make sure you are only spending money that you can afford to spend. This will help you to curb your spending and to reduce the amount of money you owe.']",
65,How to Watch VR,"['porn  There are a few ways to watch VR porn. The first way is to use a headset like the Oculus Rift or the HTC Vive. You can buy these headsets outright or get a discount on them by purchasing a gaming console like the Playstation 4 or Xbox One. Once you have your headset, you can visit porn sites that have been specially made for virtual reality. These sites will have videos that you can watch within the headset. The second way to watch VR porn is to use an app like Pornhub VR. This app can be downloaded from the Google Play or Apple App Store. Once you have it installed, you can watch VR porn by inserting your phone into a VR headset like the Samsung Gear VR or the Oculus Rift. Porn  To watch VR porn, you'll need a VR headset (like the Oculus Rift), an iPhone or Android phone, and some VR porn. You can either watch VR porn on your desktop or phone, or watch it in a VR headset.  To watch VR porn on your desktop:  1. Download the appropriate VR app for your phone or computer.  2. Put on your VR headset.  3. Turn on your phone or computer.  4. Open the VR app.  5. Put your phone in the VR headset.  6. Start the VR porn.  To watch VR porn on your phone:  1. Download the appropriate VR app for your phone.  2. Enable 3D Touch on your phone.  3. Hold your phone up to your face.  4. Swipe left to choose the VR mode.  5. Start the VR porn.']",
66,Beyond Earth: A VR experience,"['People have long been fascinated by the idea of traveling to other worlds. Through the use of virtual reality, Beyond Earth will allow players to experience this fascination first-hand.  You will ascend into the sky aboard a ship called the Covenant. Your mission is to explore a new planet, Beyond Earth, and discover what happened to the human race.   Explore a stunning new planet in Beyond Earth, filled with varied landscapes and stunning vistas.  Investigate crumbling ruins and mysterious lairs, and learn the secrets of the ancient cultures that once thrived on this world.  Fight off hostile creatures as you explore the planet's mysteries, and try to find a way home.  Beyond Earth is an experience that will immerse you in the adventure of exploring a new world.  A free experience that takes you on a journey to explore the wonders of outer space. Step into a virtual reality experience and explore our solar system, beyond Earth, and witness the beauty and mystery of the universe.  Star Fox Zero  Resident Evil 7  Tom Clancy’s Ghost Recon Wildlands  Nioh  In this VR experience, you are a passenger on a luxury space liner headed for a new world. As the voyage progresses, you become more and more curious about the people and creatures on board. Soon, you find yourself meddling in the affairs of the passengers, and before you know it,you have embarked on an adventure of your own.  With Beyond Earth, you can explore a virtual world that feels both realistic and futuristic at the same time. You can interact with the inhabitants of the world, and learn about the history, culture, and civilization of this far-off planet.']",
67,Explore Chernobyl's exclusion zone in 360Â°,"['Chernobyl's exclusion zone can be seen in 360Â°, with the damaged reactor on the left and the nuclear tourism center in the center. The exclusion zone is surrounded by a wall, but tourists are allowed in.  Chernobyl exclusion zone is a large area which has been set aside as a safe place near the Chernobyl nuclear power plant after the explosion of the reactor on 26 April 1986. The exclusion zone was created to protect people from the dangerous effects of radiation.  360° of the exclusion zone around Chernobyl, Ukraine. You'll see the remains of the reactor, the surrounding countryside and the surrounding ocean.  To visit Chernobyl's exclusion zone in 360Â°, click on the following link:  https://cbc.ca/news/canada/ottawa/chernobyl-360-panoramic-photo-1.4787873  Chernobyl's exclusion zone is a 360Â° video tour which shows the most visually stunning and unexplored areas of the site. The tour begins at the radiation monitoring center and proceeds to the most contaminated areas of the exclusion zone. The tour ends at the Chernobyl museum.  Chernobyl's exclusion zone is a severely contaminated area in the Ukraine that comprises a radius of 10 kilometers from the site of the 1986 Chernobyl nuclear disaster. The exclusion zone is policed by the Ukrainian government, and entry is strictly forbidden.  The exclusion zone is a bleak and forbidding place, barren and abandoned except for the security guards who patrol it. The area is heavily contaminated with radioactive material, and visitors are required to wear protective clothing and boots.  The 360Â° video above provides a overview of the exclusion zone, as well as a unique perspective of the site from above. The video also includes footage of the Chernobyl reactor and the surrounding area, which remains uninhabitable more than 25 years after the nuclear disaster.']",
