,Generation,label
10,putin and xi are using the coronavirus crisis to extend their control across the world trump is struggling to keep upnnputins paranoia over the contagion of ebola is a common theme as his recent visit to washington shows hes playing a dangerous gamennheres what putin wantsnnputin wants to use ebola as a pretext for imposing further russian sanctions on the westnnebola is a disease that has no vaccine or cure its spread by contact with bodily fluids of an infected personnnin general the more contaminated the situation the more virulent the infection says prof zbigniew brzezinski a russian expert at the center for strategic and international studiesnnif a large number of people in an area are infected the outbreak can spread to other areas so the more people are infected the more virulent the infectionnnin russia the disease is particularly dangerous for health workers because they are not immune to itnnthe virus is very contagious so if a person is infected and they are working in an ebola treatment center the virus can spread to other people in the treatment center to the general population says brzezinskinnthe worstcase scenario is that the virus will spread to the general population and the people infected will be killed but the worstcase scenario is that the virus will spread to the general population and the people infected will not be killednnputin wants to use ebola to keep the west from imposing sanctions on russiannif the west imposes sanctions on russia he thinks putin will retaliate by sending more troops to ukrainennthe only way to stop the spread of ebola is to stop the spread of sanctions says brzezinskinnthe west has been on a punishing sanctions campaign against russiannus president barack obama imposed sanctions on more than a dozen russian officials in retaliation for russias annexation of crimea in march 2014 and its support for separatists in eastern ukrainennthe sanctions are aimed at cutting off the russian economy from the rest of the worldnnthe sanctions are targeting the russian economy and they are meant to cut off the russian economy from the rest of the world says brzezinskinnthe sanctions are meant to stop the spread of the virusnnputin wants to use ebola as a pretext for further russian sanctions on the westnnbrzezinski says the sanctions are a strategic mistake because,gpt2
11,how this south korean company created coronavirus test kits in three weeksnnsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government and the fda on its vaccinennsamsung samsung is working closely with the us government,gpt2
12,the 30 most troubling lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference on coronavirusnnthe 15 most disturbing lines from donald trumps latest news conference,gpt2
13,coronavirus could hurt boeing more than the 737 max crisis but its also more likely to hurt boeing than the x37bnnboeings super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second enginennthe super hornet was the first aircraft to fly with an additional engine the super hornet is now the only us fighter jet to have a second engine,gpt2
14,hong kong protests how unrest criminalized a generationnnthe protests started when police in riot gear violently dispersed a peaceful sitin in admiralty on november 20 which was later broken up by policennthe next day more than a thousand people gathered in mong kok to protest the polices use of forcennthe hong kong government has been under pressure from prodemocracy activists to grant full democracy to the former british colony and to scrap the chinahong kong special administrative region hksar special administrative region sar of the former british colonynnin the wake of the protests hong kongs government has said it will allow the sar to continue to operate as a separate legal entitynnin response to the ongoing protests hong kongs chief executive leung chunying said on monday that hong kong would hold a public consultation on the issue of the sar on wednesdaynnwe want to hear from the public what they think about the sar and what kind of change they want to see in hong kong leung said in a statementnnwe will also hold a public consultation on the future of the sar including the future of the special administrative region in the coming daysnnhong kongs public consultation will be held from 8 am to 11 am on wednesday at the hong kong university of science and technology the citys public consultation office saidnnprotesters are demanding that the government hold a full public consultation and give them a say on the future of the sar and hong kongs futurenni will not allow the government to give up its power to maintain the status quo said protester michael wongnni am not a probeijing activist i am an ordinary hongkonger who has been suffering from the economic crisis for too long i want to be treated like a normal person i will not let the government take away my rightsnnprotesters also called on the government to release the names of police officers involved in the use of force against themnnthe hong kong government should release the names of police officers who used excessive force against the protesters protester elizabeth yip saidnnit should also release the names of the officers who deliberately injured and arrested people they should also release the names of the officers who used excessive force against the protestersnnthe hong kong government has said that it will not give,gpt2
15,christmas in hong kong marked by demonstrations and tear gasnndemonstrators in hong kong took to the streets to celebrate the christmas holiday with hundreds of protesters taking to the streets of the financial hubnnsome protesters in hong kong carried a large christmas tree and others lit candles in a display of festive spiritnnthe demonstrations organised by the occupy central movement began on wednesday after the citys government announced a relaxation of its eightyearold one country two systems policynnwe are not against the government we are not against the government we are just against the policy of one country two systems occupy central leader joshua wong told reportersnnhong kong has always been part of china but this policy is not right we are against this policy we are not against the government we are just against the policy of one country two systemsnnhong kong was handed back to china in 1997 under a one country two systems policy that guaranteed hong kongs freedoms but also allowed it to have a high degree of autonomynnchina has been in control of hong kong since 1997 and the city has been under mainland control since the handovernnthe demonstrations are part of a wider campaign to force the government to end a series of political reforms including the introduction of universal suffrage for the first timennthe protests were the biggest in hong kong since the handover in 1997 and the biggest in the territory since the handover in 1997nnthe city has been rocked by violent protests over the last year on december 1 masked demonstrators clashed with police in the streets of hong kongs financial district causing dozens of injuries and five police officers to be hurtnnprotests have also been held in other chinese cities including tianjin and shenzhennnchinas authorities have banned protests in hong kong since the handoverendoftextclose a new study finds that the pace of climate change is accelerating usa todaynnthe franklin county board of commissioners in ohio the states largest county voted to eliminate a program that provides water to farmers and homeowners photo michael clevenger usa todaynncolumbus  the ohio state senate has voted to eliminate a program that provides water to farmers and homeownersnnthe bill which passed the ohio house on thursday would eliminate the community water assistance program which helps lowincome farmers and homeowners pay for water,gpt2
16,new arts district aims to brighten chennai communitys dark reputationnna new arts district in the heart of chennai has been announced the project aims to brighten the dark reputation of the citys residents and bring them out of their dark and dreary existencennthe development which will be called the bharathi arts and culture centre will be located in the heart of the city in the area of the old railway stationnnthe centre will be divided into two parts one for the arts and the other for the cultural and educational activities it will also provide facilities for teaching arts and cultural activities as well as facilities for cultural events and performancesnnthe first phase of the project will be launched on friday and the second phase will be launched on saturdaynnthe project was launched by the municipal corporation of chennai under the guidance of the arts and culture minister a p j kurien in his capacity as the centre for cultural affairs of the citynnthe citys reputation has been tarnished due to the dark and dreary condition of its residents the bharathi arts and culture centre will bring the light and uplift the lives of its residents who are largely confined to the dark and dreary conditions of their homes said kurien in a press releasennthe project will also focus on the arts humanities sports and other cultural activitiesnnthe centre will be located at the heart of the city near the old railway stationnnwe have designed this centre so that it will be a place for the arts culture and the educational activities we want to open it up to the public so that they can experience the life of an artist and the culture of a city said kuriennnthe centre will be designed as a multipurpose facility that will offer facilities for arts culture and the educational activities besides facilities for the activities of the arts and culture the press release saidnnthe centre will also provide facilities for the teaching of arts and cultural activities as well as facilities for the cultural and educational activitiesnnthe centre will have a number of activities including a theatre a concert hall an art gallery a cinema and a food courtnnthe centre will be located at the heart of the city near the old railway stationnnthe centre will also provide facilities for the teaching of arts and cultural activities as well as facilities for the cultural and,gpt2
17,from east paris to world fame  how imagination and travel fueled christian louboutins successnnnin the 1920s louboutin was already famous for his creations but his biggest success was as an entrepreneur he set up a chain of boutiques which soon expanded to other countriesnnnhe started his first company in 1921 which was called louboutin  co he began by making shoes for the french military and later in 1933 he started a company called louboutin  co which produced shoes for the governmentnnnat the beginning of the 1930s louboutin was a successful businessman in paris but he was also a great lover of music in 1932 he started his own label les toiles which was based in parisnnnhe began by producing shoes for the french military and later in 1933 he started a company called louboutin  co which produced shoes for the governmentnnin the 1920s louboutin was already famous for his creations but his biggest success was as an entrepreneur he set up a chain of boutiques which soon expanded to other countriesnnnhe started his first company in 1921 which was called louboutin  co he began by making shoes for the french military and later in 1933 he started a company called louboutin  co which produced shoes for the governmentnnat the beginning of the 1930s louboutin was a successful businessman in paris but he was also a great lover of music in 1932 he started his own label les toiles which was based in parisnnnhe began by producing shoes for the french military and later in 1933 he started a company called louboutin  co which produced shoes for the governmentnnat the beginning of the 1930s louboutin was a successful businessman in paris but he was also a great lover of music in 1932 he started his own label les toiles which was based in parisnnnhe began by producing shoes for the french military and later in 1933 he started a company called louboutin  co which produced shoes for the governmentnnin the 1920s louboutin was already famous for his creations but his biggest success was as an entrepreneur,gpt2
18,12 famous buildings in india from ancient wonders to modern marvels here are some of the most famous buildings in indiann1 the taj mahalnnthe taj mahal is one of the most iconic and famous indian buildings it is one of the most famous hindu temples and it is the second largest in the world it is also one of the most ancient indian temples dating back to the 2nd century bcnn2 the gangesnnthe ganges river is one of the most important rivers in india it is the largest river in the world and it is the largest river in the country it flows through india pakistan and bangladesh and it is a natural waterwaynn3 the taj mahalnnthe taj mahal is one of the most famous buildings in india and it is also one of the most famous hindu temples it is one of the most ancient hindu temples in the world it was constructed in 1658 by shah jahan the last shah of shah jahan the taj mahal was built to celebrate the birth of the mahatma gandhinn4 the taj mahal is a unesco world heritage sitennthe taj mahal is a unesco world heritage site and it is also a national historic landmark the taj mahal is one of the most famous buildings in the world and it is also one of the most famous hindu temples in india the taj mahal is also one of the most famous hindu temples in india the taj mahal was built to celebrate the birth of the mahatma gandhinn5 the taj mahal is a national historic landmarknnthe taj mahal is a national historic landmark and it is also a national historic landmark the taj mahal is one of the most famous buildings in india and it is also one of the most famous hindu temples in india the taj mahal is also one of the most famous hindu temples in india the taj mahal was built to celebrate the birth of the mahatma gandhinn6 the taj mahal is the tallest building in indiannthe taj mahal is the tallest building in india it is also one of the most famous hindu temples in india it is also one of the most famous hindu temples in india the taj mahal is also one of the most famous hindu temples in india the taj mahal is one of the most famous buildings in,gpt2
19,coronavirus which countries have travel bansnnthe world health organization says that there is no safe level of travel to the west african nations of guinea liberia and sierra leonennit says that the number of cases and deaths has reached an unprecedented levelnnimage copyright reuters image caption the who says it has reached an unprecedented level of cases and deathsnnit says that the virus is spreading rapidly across the region with more than 1500 cases and 5000 deaths reported so farnnwho says that the current outbreak is the worst it has seen since the outbreak of ebola in 2014nnit says that more than half of the cases are in the three countries where there is no vaccine or treatment for the virusnnthe who says that the virus is spreading in the region through contact with the bodily fluids of people who have not been treated for ebolannwho spokesman gregory hartl says that the virus can be spread through contact with the blood and secretions of infected peoplennthis is a very serious threat to public health to health care workers to health visitors and to the general public he told the bbcnnimage copyright ap image caption the who says that the number of cases and deaths has reached an unprecedented levelnnhe says that the who is working closely with the united nations and other international organisations to make sure that the affected countries have the necessary resources to fight the outbreaknnwhat is the virusnnthe ebola virus is a virus that causes the illness that kills up to 90 of those infectednnit is spread through direct contact with the bodily fluids of an infected personnnthe virus is spread through direct contact with the bodily fluids of an infected person the virus is spread through direct contact with the bodily fluids of an infected person the virus is spread through direct contact with the bodily fluids of an infected person the virus is spread through direct contact with the bodily fluids of an infected personnnit can also be spread through touching contaminated surfacesnnebola can also be spread through the air in open spaces and in contact with animalsnnit is not known how the virus is transmittednnebola what is the west africa outbreaknnwho is affectednnthere are currently about 9000 confirmed cases of ebola in west africa with more than 3000,gpt2
